Sort_Order,Full_Species,Species_ID,Species_ID_Prev,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,MBCA_2013,CDN_Status,AviBase_Status,Prev_CND_Status,WildSpecies2010,Origin,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Previous_Sci_Name,Previous_EN_Name,Previous_FR_Name,Technical_Committees,Inland_and_Marsh_Waterbirds_SubTC,Seabirds_SubTC,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number,,,,
200,Yes,GFHU,,,Green-fronted Hummingbird,Ariane à front vert,Colibrí Frente Verde,Amazilia viridifrons,No,DNO,,,,,Trochilidae,Trochilidés,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,,No,No,,,,12910,,,,
200.1,Yes,STRM,STTL,,Streamertail,Colibri à tête noire,Colibrí Doctor de Pico Rojo,Trochilus polytmus,No,DNO,,,,,Trochilidae,Trochilidés,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,,No,No,STTL,,9071,,,,,
200.2,Yes,PIHU,,,Pirre Hummingbird,Colibri du Pirré,Colibrí del Pirre,Goethalsia bella,No,DNO,,,,,Trochilidae,Trochilidés,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,,No,No,,,,,,,,
200.3,Yes,VCAH,,,Violet-capped Hummingbird,Colibri à calotte violette,Colibrí de Goldman,Goldmania violiceps,No,DNO,,,,,Trochilidae,Trochilidés,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,,No,No,,,,,,,,
200.4,Yes,SHTH,,,Sapphire-throated Hummingbird,Colibri faux-saphir,Colibrí Gorgizafiro,Lepidopyga coeruleogularis,No,DNO,,,,,Trochilidae,Trochilidés,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,,No,No,,,,,,,,
200.5,Yes,VBHU,,,Violet-bellied Hummingbird,Colibri julie,Colibrí de Julia,Damophila julie,No,DNO,,,,,Trochilidae,Trochilidés,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,,No,No,,,,,,,,
200.6,Yes,HUSA,,,Humboldt's Sapphire,Saphir de Humboldt,Zafiro de Humboldt,Hylocharis humboldtii,No,DNO,,,,,Trochilidae,Trochilidés,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,,No,No,,,,,,,,
200.7,Yes,BTRG,,,Blue-throated Goldentail,Saphir d'Elicia,Zafiro Garganta Azul,Hylocharis eliciae,No,DNO,,,,,Trochilidae,Trochilidés,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,,No,No,,,,12760,,,,
200.8,Yes,WEHU,,,White-eared Hummingbird,Saphir à oreilles blanches,Zafiro Oreja Blanca,Hylocharis leucotis,No,DNO,,,,,Trochilidae,Trochilidés,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,,No,No,WEHU,,4401,04401,,,,
200.9,Yes,XAHU,,,Xantus's Hummingbird,Saphir de Xantus,Zafiro de Xantus,Hylocharis xantusii,No,ACC,Accidental,UNK_2015,Accidental,,Trochilidae,Trochilidés,Hummingbirds,Colibris,Trochilinae,Apodiformes,,,,,No,No,,,,04400,,,,
201,Yes,YERA,,,Yellow Rail,Râle jaune,Polluela Amarilla,Coturnicops noveboracensis,Yes,BRE,Nesting,,Sensitive,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,WB,Yes,No,YERA,RAJA,2150,02150,,,,
202,Yes,OCCR,,,Ocellated Crake,Râle ocellé,Polluela Ocelada,Micropygia schomburgkii,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,,,,,
203,Yes,RUCR,,,Ruddy Crake,Râle roux,Polluela Rojiza,Laterallus ruber,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,10800,,,,
204,Yes,WTCR,,,White-throated Crake,Râle à menton blanc,Polluela Carrasqueadora,Laterallus albigularis,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,,,,,
205,Yes,GBCR,,,Gray-breasted Crake,Râle grêle,Polluela Pechigrís,Laterallus exilis,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,,,,,
206,Yes,BLRA,BLAR,,Black Rail,Râle noir,Polluela Negra,Laterallus jamaicensis,No,ACC,Accidental,,Accidental,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,WB,Yes,No,BLRA,,2160,02160,,,,
207,Yes,CORC,,,Corn Crake,Râle des genêts,Guión de Codornices,Crex crex,No,ACC,Accidental,,Accidental,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,LA,No,No,,,,02170,,,,
208,Yes,RIRA,,,Ridgway's Rail,Râle de Californie,,Rallus obsoletus,No,DNO,,,,,Rallidae,,,,,Gruiformes,,,,,No,No,,,,,,,,
209,Yes,CLRA,,,Clapper Rail,Râle tapageur,Rascón Picudo,Rallus crepitans,No,ACC,Accidental,,Accidental,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,Rallus longirostris,,Râle gris,WB,Yes,No,CLRA,,2110,02110,,,,
210,Yes,AZRA,,,Aztec Rail,Râle du Mexique,Rascón mexicano,Rallus tenuirostris,No,DNO,,,,,Rallidae,,,,,Gruiformes,,,,,No,No,,,,,,,,
211,Yes,KIRA,,,King Rail,Râle élégant,Rascón Real,Rallus elegans,Yes,BRE,Nesting,,At Risk,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,WB,Yes,No,KIRA,,2080,02080,,,,
212,Yes,VIRA,,,Virginia Rail,Râle de Virginie,Rascón Limícola,Rallus limicola,Yes,BRE,Nesting,,Secure,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,WB,Yes,No,VIRA,RAVI,2120,02120,,,,
213,Yes,RUWR,,,Rufous-necked Wood-Rail,Râle à cou roux,Rascón Cuello Rufo,Aramides axillaris,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,10840,,,,
214,Yes,RSWR,,,Russet-naped Wood-Rail,Râle à ventre blanc,Rascón Nuca Canela,Aramides albiventris,No,,,,,,"Rallidae
Trochilidae",Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,,,,,
215,Yes,GCWR,GNWR,,Gray-cowled Wood-Rail,Râle de Cayenne,Cotara chiricote,Aramides cajaneus,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,Aramides cajanea,Gray-necked Wood-Rail,,,No,No,,,,,,,,
216,Yes,UNIC,,,Uniform Crake,Râle concolore,Rascón Café,Amaurolimnas concolor,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,10850,,,,
216.5,Yes,SORA,,,Sora,Marouette de Caroline,Polluela Sora,Porzana carolina,Yes,BRE,Nesting,,Secure,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,Râle de Caroline,WB,Yes,No,SORA,MACA,2140,02140,,,,
217,Yes,SPCR,,,Spotted Crake,Marouette ponctuée,Polluela Pintoja,Porzana porzana,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,02130,,,,
218,Yes,LARA,,,Laysan Rail,Marouette de Laysan,Polluela de Laysan,Zapornia palmeri,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,Porzana palmeri,,,,No,No,,,,,,,,
219,Yes,HARA,,,Hawaiian Rail,Marouette des Hawaï,Polluela Hawaiana,Zapornia sandwichensis,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,Porzana  sandwichensis,,,,No,No,,,,,,,,
220,Yes,YBCR,,,Yellow-breasted Crake,Marouette à sourcils blancs,Polluela Pecho Amarillo,Hapalocrex flaviventer,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,Porzana flaviventer,,,,No,No,YBCR,,2131,10860,,,,
222,Yes,COLC,,,Colombian Crake,Râle de Colombie,Polluela Colombiana,Neocrex colombiana,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,,,,,
223,Yes,PBCR,,,Paint-billed Crake,Râle à bec peint,Polluela Picopinta,Neocrex erythrops,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,02171,,,,
224,Yes,ZARA,,,Zapata Rail,Râle de Zapata,Gallineta de Zapata,Cyanolimnas cerverai,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,,,,,
225,Yes,SPRA,,,Spotted Rail,Râle tacheté,Rascón Pinto,Pardirallus maculatus,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,02122,,,,
226,Yes,PUGA,,,Purple Gallinule,Talève violacée,Gallineta Morada,Porphyrio martinicus,No,ACC,Accidental,,Accidental,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,Porphyrula martinicus,,Gallinule violacee,WB,Yes,No,PUGA,,2180,02180,,,,
227,Yes,AZGA,,,Azure Gallinule,Talève favorite,Calamoncillo Celeste,Porphyrio flavirostris,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,,,,,
228,Yes,PUSW,,,Purple Swamphen,Talève sultane,Calamón Común,Porphyrio porphyrio,No,DNO,,,,,,,,,,Gruiformes,,,,,No,No,,,,21930,,,,
229,Yes,COGA,COMO,,Common Gallinule,Gallinule d’Amérique,Tagüita del norte,Gallinula galeata,Yes,BRE,Nesting,,Secure,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,Gallinula chloropus,Common Moorhen,Poule-d'eau,WB,Yes,No,COGA,,2190,02190,,,,
230,No,HAGA,HAMO,COGA,Hawaiian Gallinule,Gallinule d’Amérique forme d'Hawaï,,Gallinula galeata sandvicensis,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,Hawaiian Gallinule,,,No,No,COGA,,2191,,,,,
231,Yes,COMO,,,Common Moorhen,Gallinule poule-d'eau,Gallineta Frente Roja,Gallinula chloropus,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,GAPE,,,,,,
232,Yes,EUCO,,,Eurasian Coot,Foulque macroule,Focha Común,Fulica atra,No,ACC,Accidental,,Accidental,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,WB,Yes,No,,,,02200,,,,
233,Yes,HACO,,,Hawaiian Coot,Foulque des Hawaï,Focha Hawaiana,Fulica alai,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,HACO,,2201,02201,,,,
234,Yes,AMCO,,,American Coot,Foulque d'Amérique,Gallareta Americana,Fulica americana,Yes,BRE,Nesting,,Secure,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,WB,Yes,No,AMCO,FOAM,2210,02210,,,,
235,No,MOOT_UNI,,,Unidentified Common Gallinule/American Coot,Gallinule d’Amérique ou Foulque d'Amérique non identifiée,,Fulica sp.,No,BRE,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,,,,,,,,
236,No,CARC,,,Caribbean Coot,Foulque à cachet blanc,Focha Caribeña,Fulica caribaea,No,DNO,,,,,Rallidae,Rallidés,"Rails, Coots","Râles, foulques, etc.",,Gruiformes,,,,,No,No,CARC,,2211,02211,,,,
237,Yes,SUNG,,,Sungrebe,Grébifoulque d'Amérique,Pájaro Cantil,Heliornis fulica,No,DNO,,,,,Heliornithidae,Heliornithidés,Finfoots,Grébifoulques,,Gruiformes,,,,,No,No,,,,10890,,,,
238,Yes,LIMP,,,Limpkin,Courlan brun,Carao,Aramus guarauna,No,ACC,Accidental,,Accidental,,Aramidae,Aramidés,Limpkins,Courlans,,Gruiformes,,,Courlan,WB,Yes,No,LIMP,,2070,02070,,,,
239,Yes,SACR,,,Sandhill Crane,Grue du Canada,Grulla Gris,Antigone canadensis,Yes,BRE,Nesting,,Secure,,Gruidae,Gruidés,Cranes,Grues,Gruinae,Gruiformes,Grus canadensis,,,WB,Yes,No,SACR,GRCA,2060,02060,,,,
240,No,SACR_TAB,,SACR,Sandhill Crane tabida subspecies,Grue du Canada de la sous-espèce tabida,,Antigone canadensis tabida,,BRE,,,,,Gruidae,Gruidés,Cranes,Grues,Gruinae,Gruiformes,Grus canadensis tabida,,,WB,Yes,No,,,,,,,,
241,Yes,CCRA,COMC,,Common Crane,Grue cendrée,Grulla Común,Grus grus,No,ACC,Accidental,,Accidental,,Gruidae,Gruidés,Cranes,Grues,Gruinae,Gruiformes,,,,WB,Yes,No,,,,02061,,,,
242,Yes,WHCR,,,Whooping Crane,Grue blanche,Grulla Blanca,Grus americana,Yes,BRE,Breeding endemic,,At Risk,,Gruidae,Gruidés,Cranes,Grues,Gruinae,Gruiformes,,,,WB,Yes,No,WHCR,,2040,02040,,,,
243.1,Yes,DSTK,,,Double-striped Thick-knee,Oedicnème bistrié,Alcaraván Americano,Burhinus bistriatus,No,DNO,,,,,Burhinidae,Burhinidés,Thick-knees,Oedicnèmes,,Charadriiformes,,,,,No,No,,,,02692,,,,
243.2,Yes,BWST,,,Black-winged Stilt,Échasse blanche,Cigüeñuela de Alas Negras,Himantopus himantopus,No,DNO,,,,,Recurvirostridae,Recurvirostridés,"Stilts, Avocets","Échasses, avocettes",,Charadriiformes,,,,,No,No,,,,,,,,
243.3,No,HAST,,,Hawaiian Stilt,Échasse des Hawaï,,Himantopus himantopus knudseni,No,DNO,,,,,Recurvirostridae,Recurvirostridés,"Stilts, Avocets","Échasses, avocettes",,Charadriiformes,,ae'o,,,No,No,HAST,,2261,,,,,
243.4,Yes,BNST,,,Black-necked Stilt,Échasse d'Amérique,Candelero Americano,Himantopus mexicanus,Yes,BRE,Nesting,,Sensitive,,Recurvirostridae,Recurvirostridés,"Stilts, Avocets","Échasses, avocettes",,Charadriiformes,,,,SH,No,No,BNST,,2260,02260,,,,
243.5,Yes,AMAV,,,American Avocet,Avocette d'Amérique,Avoceta Americana,Recurvirostra americana,Yes,BRE,Nesting,,Secure,,Recurvirostridae,Recurvirostridés,"Stilts, Avocets","Échasses, avocettes",,Charadriiformes,,,,SH,No,No,AMAV,,2250,02250,,,,
243.6,Yes,EUOY,,,Eurasian Oystercatcher,Huîtrier pie,Ostrero Euroasiático,Haematopus ostralegus,No,ACC,Accidental,,Accidental,,Haematopodidae,Haematopodidés,Oystercatchers,Huîtriers,,Charadriiformes,,,,SH,No,No,,,,,,,,
243.7,Yes,AMOY,,,American Oystercatcher,Huîtrier d'Amérique,Ostrero Americano,Haematopus palliatus,Yes,BRE_OCC,Exceptional/rare visitor and exceptional breeder,UNK_1999,Undetermined,,Haematopodidae,Haematopodidés,Oystercatchers,Huîtriers,,Charadriiformes,,,,SH,No,No,AMOY,,2860,02860,,,,
243.8,Yes,BLOY,,,Black Oystercatcher,Huîtrier de Bachman,Ostrero Negro,Haematopus bachmani,Yes,BRE,Nesting,,Secure,,Haematopodidae,Haematopodidés,Oystercatchers,Huîtriers,,Charadriiformes,,American Black Oystercatcher,,SH,No,No,BLOY,,2870,02870,,,,
243.9,Yes,NOLA,,,Northern Lapwing,Vanneau huppé,Avefría Europea,Vanellus vanellus,No,ACC,Accidental,,Accidental,,Charadriidae,Charadriidés,Plovers,Pluviers,Vanellinae,Charadriiformes,,,,SH,No,No,NOLA,,2690,02690,,,,
244.1,Yes,SOLA,,,Southern Lapwing,Vanneau téro,Avefría Tero,Vanellus chilensis,No,DNO,,,,,Charadriidae,Charadriidés,Plovers,Pluviers,Vanellinae,Charadriiformes,,,,,No,No,,,,,,,,
244.2,Yes,BBPL,,,Black-bellied Plover,Pluvier argenté,Chorlo Gris,Pluvialis squatarola,Yes,BRE,Nesting,,Sensitive,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,Grey Plover,,SH,No,No,BBPL,PLAR,2700,02700,,,,
244.3,Yes,EUGP,,,European Golden-Plover,Pluvier doré,Chorlito Dorado Europeo,Pluvialis apricaria,No,ACC,Accidental,,Accidental,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,Greater Golden-Plover,Pluvier doré d'Eurasie,SH,No,No,EUGP,,2710,,,,,
244.4,Yes,AMGP,,,American Golden-Plover,Pluvier bronzé,Chorlo Dominico,Pluvialis dominica,Yes,BRE,Nesting,,Sensitive,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,Lesser Golden-Plover,Pluvier doré d'Amérique,SH,No,No,AMGP,PLBR,2720,02720,,,,
244.5,Yes,PAGP,,,Pacific Golden-Plover,Pluvier fauve,Chorlo Fulvo,Pluvialis fulva,Yes,RNB,Accidental,UNK_2011,Accidental,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,Pluvialis dominica,Lesser Golden-Plover,Pluvier doré d'Amérique,SH,No,No,PAGP,,2721,02721,,,,
244.6,Yes,LSAP,LSAN,,Lesser Sand-Plover,Pluvier de Mongolie,Chorlitejo Mongol Chico,Charadrius mongolus,No,ACC,Accidental,,Accidental,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,Mongolian Plover,Pluvier de Leschenault,SH,No,No,LRSP,,2790,02790,,,,
244.7,Yes,GSAP,,,Greater Sand-Plover,Pluvier de Leschenault,Chorlitejo Mongol Grande,Charadrius leschenaultii,No,DNO,,,,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,,No,No,,,,,,,,
244.8,Yes,COPL,,,Collared Plover,Pluvier d'Azara,Chorlo de Collar,Charadrius collaris,No,DNO,,,,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,,No,No,,,,10920,,,,
244.9,Yes,SNPL,,,Snowy Plover,Pluvier neigeux,Chorlo Nevado,Charadrius nivosus,Yes,BRE_OCC,Accidental,ACC_2014,May Be At Risk,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,Kentish Plover,Pluvier à collier interrompu,SH,No,No,SNPL,,2780,02780,,,,
245,Yes,WIPL,,,Wilson's Plover,Pluvier de Wilson,Chorlo Pico Grueso,Charadrius wilsonia,No,ACC,Accidental,,Accidental,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,SH,No,No,WIPL,,2800,02800,,,,
245.1,Yes,CRPL,,,Common Ringed Plover,Pluvier grand-gravelot,Chorlitejo Grande,Charadrius hiaticula,Yes,BRE,Nesting,,Secure,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,Grand Gravelot,SH,No,No,CRPL,,2750,02750,,,,
245.2,Yes,SEPL,,,Semipalmated Plover,Pluvier semipalmé,Chorlo Semipalmeado,Charadrius semipalmatus,Yes,BRE,Nesting,,Secure,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,SH,No,No,SEPL,PLSE,2740,02740,,,,
245.3,Yes,PIPL,,,Piping Plover,Pluvier siffleur,Chorlo Chiflador,Charadrius melodus,Yes,BRE,Nesting,,At Risk,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,SH,No,No,PIPL,PLSI,2770,02770,,,,
245.4,No,PIPL_CIR,,PIPL,Piping Plover circumcinctus subspecies,Pluvier siffleur de la sous-espèce circumcinctus,,Charadrius melodus circumcinctus,,BRE,,,,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,SH,No,No,,,,,,,,
245.5,No,PIPL_MEL,,PIPL,Piping Plover melodus subspecies,Pluvier siffleur de la sous-espèce melodus,,Charadrius melodus melodus,,BRE,,,,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,SH,No,No,,,,,,,,
245.6,Yes,LRPL,,,Little Ringed Plover,Pluvier petit-gravelot,Chorlitejo Chico,Charadrius dubius,No,DNO,,,,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,,No,No,,,,,,,,
245.7,Yes,KILL,,,Killdeer,Pluvier kildir,Chorlo Tildío,Charadrius vociferus,Yes,BRE,Nesting,,Secure,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,SH,No,No,KILL,PLKI,2730,02730,,,,
245.8,Yes,MOPL,MOUP,,Mountain Plover,Pluvier montagnard,Chorlo Llanero,Charadrius montanus,Yes,BRE_OCC,Nesting,UNK_1979,At Risk,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,SH,No,No,MOPL,,2810,02810,,,,
245.9,Yes,EUDO,,,Eurasian Dotterel,Pluvier guignard,Chorlito Carambolo,Charadrius morinellus,No,ACC,Accidental,DNO_2008,,,Charadriidae,Charadriidés,Plovers,Pluviers,Charadriinae,Charadriiformes,,,,SH,No,No,EUDO,,2691,02691,,,,
246,Yes,NOJA,,,Northern Jacana,Jacana du Mexique,Jacana Norteña,Jacana spinosa,No,DNO,,,,,Jacanidae,Jacanidés,Jacanas,Jacanas,,Charadriiformes,,,,,No,No,NOJA,,2880,02880,,,,
246.1,Yes,WAJA,,,Wattled Jacana,Jacana noir,Jacana Suramericana,Jacana jacana,No,DNO,,,,,Jacanidae,Jacanidés,Jacanas,Jacanas,,Charadriiformes,,,,,No,No,,,,,,,,
246.11,Yes,UPSA,,,Upland Sandpiper,Maubèche des champs,Zarapito Ganga,Bartramia longicauda,Yes,BRE,Nesting,,Secure,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Numeniinae,Charadriiformes,,,,SH,No,No,UPSA,MACH,2610,02610,,,,
246.12,Yes,LICU,,,Little Curlew,Courlis nain,Zarapito Chico,Numenius minutus,No,DNO,,UNK_2015,,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Numeniinae,Charadriiformes,,,,,No,No,,,,,,,,
246.13,Yes,ESCU,,,Eskimo Curlew,Courlis esquimau,Zarapito Boreal,Numenius borealis,Yes,BRE_OCC,Nesting,,At Risk,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Numeniinae,Charadriiformes,,,,SH,No,No,,,,02660,,,,
246.14,Yes,WHIM,,,Whimbrel,Courlis corlieu,Zarapito Trinador,Numenius phaeopus,Yes,BRE,Nesting,,Sensitive,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Numeniinae,Charadriiformes,,,,SH,No,No,WHIM,COCO,2650,02650,,,,
246.15,Yes,BTCU,,,Bristle-thighed Curlew,Courlis d'Alaska,Zarapito del Pacífico,Numenius tahitiensis,No,ACC,Accidental,,Accidental,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Numeniinae,Charadriiformes,,,Courlis de Tahiti,SH,No,No,BTCU,,2680,02680,,,,
246.16,Yes,FECU,,,Far Eastern Curlew,Courlis de Sibérie,Zarapito Siberiano,Numenius madagascariensis,No,ACC,Accidental,,Accidental,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Numeniinae,Charadriiformes,,,,SH,No,No,,,,,,,,
246.17,Yes,SBCU,,,Slender-billed Curlew,Courlis à bec grêle,Zarapito Fino,Numenius tenuirostris,No,ACC,Accidental,,Accidental,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Numeniinae,Charadriiformes,tenuirostris,,Courlis à cul-grêle,SH,No,No,,,,,,,,
246.18,Yes,EUCU,,,Eurasian Curlew,Courlis cendré,Zarapito Real,Numenius arquata,No,ACC,Accidental,,Accidental,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Numeniinae,Charadriiformes,,,,SH,No,No,,,,,,,,
246.19,Yes,LBCU,,,Long-billed Curlew,Courlis à long bec,Zarapito Pico Largo,Numenius americanus,Yes,BRE,Nesting,,Sensitive,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Numeniinae,Charadriiformes,,,,SH,No,No,LBCU,,2640,02640,,,,
246.191,Yes,BTGD,BLAG,,Black-tailed Godwit,Barge à queue noire,Aguja Colinegra,Limosa limosa,No,ACC,Accidental,,Accidental,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Limosinae,Charadriiformes,,,,SH,No,No,BLAG,,2520,02520,,,,
246.192,Yes,HUGO,,,Hudsonian Godwit,Barge hudsonienne,Picopando Ornamentado,Limosa haemastica,Yes,BRE,Nesting,,Secure,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Limosinae,Charadriiformes,,,,SH,No,No,HUGO,BAHU,2510,02510,,,,
246.193,Yes,BTGO,BARG,,Bar-tailed Godwit,Barge rousse,Picopando Cola Barrada,Limosa lapponica,No,ACC,Accidental,,Accidental,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Limosinae,Charadriiformes,,,,SH,No,No,BARG,,2500,02500,,,,
246.194,Yes,MAGO,,,Marbled Godwit,Barge marbrée,Picopando Canelo,Limosa fedoa,Yes,BRE,Migrant or winter visitor,,Secure,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Limosinae,Charadriiformes,,,,SH,No,No,MAGO,BAMA,2490,02490,,,,
246.195,Yes,RUTU,,,Ruddy Turnstone,Tournepierre à collier,Vuelvepiedras Rojizo,Arenaria interpres,Yes,BRE,Nesting,,Sensitive,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Arenariinae,Charadriiformes,,,,SH,No,No,RUTU,TOCO,2830,02830,,,,
249.2,Yes,BLTU,,,Black Turnstone,Tournepierre noir,Vuelvepiedras Negro,Arenaria melanocephala,Yes,RNB,Migrant or winter visitor,,Secure,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Arenariinae,Charadriiformes,,,,SH,No,No,BLTU,,2840,02840,,,,
249.3,Yes,GRKN,,,Great Knot,Bécasseau de l'Anadyr,Correlimos Grande,Calidris tenuirostris,No,ACC,Accidental,DNO_1998,Accidental,,Scolopacidae,Scolopacidés,"Sandpipers, Curlews, Godwits, Turnstones","Bécasseaux, chevaliers, etc.",Arenariinae,Charadriiformes,,,,SH,No,No,,,,02341,,,,
