Sort_Order,Full_Species,Species_ID,Species_ID_Prev,Parent_ID,English_Name,French_Name,Spanish_Name,Scientific_Name,MBCA_2013,CDN_Status,AviBase_Status,Prev_CND_Status,WildSpecies2010,Origin,Family_Sci,Family_Sci_FR,Family_CmName_EN,Family_CmName_FR,Subfamily,Order,Previous_Sci_Name,Previous_EN_Name,Previous_FR_Name,Technical_Committees,Inland_and_Marsh_Waterbirds_SubTC,Seabirds_SubTC,Alpha_Code_BBL,Alpha_Code_FR,BBL_Number,BBS_Number,,,,
898,Yes,DBJA,,,Dusky-backed Jacamar,Jacamar sombre,Jacamará Dorsioscuro,Brachygalba salmoni,No,DNO,,,,,Galbulidae,Galbulidés,Jacamars,Jacamars,,Piciformes,,,,,No,No,,,,,,,,
899,Yes,RTJA,,,Rufous-tailed Jacamar,Jacamar à queue rousse,Jacamar Cola Rufa,Galbula ruficauda,No,DNO,,,,,Galbulidae,Galbulidés,Jacamars,Jacamars,,Piciformes,,,,,No,No,,,,13650,,,,
900,Yes,GJAC,,,Great Jacamar,Grand Jacamar,Jacamará Grande,Jacamerops aureus,No,DNO,,,,,Galbulidae,Galbulidés,Jacamars,Jacamars,,Piciformes,,,,,No,No,,,,,,,,
901,Yes,SCBA,,,Spot-crowned Barbet,Cabézon à calotte tachetée,Cabezón Pechiblanco,Capito maculicoronatus,No,DNO,,,,,Capitonidae,Capitonidés,Barbets,Cabézons,,Piciformes,,,,,No,No,,,,,,,,
902,Yes,RHBA,,,Red-headed Barbet,Cabézon à tête rouge,Cabezón Cabecirrojo,Eubucco bourcierii,No,DNO,,,,,Capitonidae,Capitonidés,Barbets,Cabézons,,Piciformes,,,,,No,No,,,,,,,,
903,Yes,PBBA,,,Prong-billed Barbet,Cabézon de Frantzius,Cabezón Cocora,Semnornis frantzii,No,DNO,,,,,Semnornithidae,Semnornithidae,Toucan-barbets,Cabézons,,Piciformes,,,,,No,No,,,,,,,,
904,Yes,EMTO,,,Emerald Toucanet,Toucanet émeraude,Tucaneta Verde,Aulacorhynchus prasinus,No,DNO,,,,,Ramphastidae,Ramphastidés,"Toucans, Araçaris, Toucanets","Toucans, araçaris, toucanets",Ramphastinae,Piciformes,,,,,No,No,,,,13700,,,,
905,Yes,COAR,,,Collared Aracari,Araçari à collier,Arasari de Collar,Pteroglossus torquatus,No,DNO,,,,,Ramphastidae,Ramphastidés,"Toucans, Araçaris, Toucanets","Toucans, araçaris, toucanets",Ramphastinae,Piciformes,,,,,No,No,,,,13710,,,,
906,Yes,FBAR,,,Fiery-billed Aracari,Araçari de Frantzius,Arasarí Piquinaranja,Pteroglossus frantzii,No,DNO,,,,,Ramphastidae,Ramphastidés,"Toucans, Araçaris, Toucanets","Toucans, araçaris, toucanets",Ramphastinae,Piciformes,,,,,No,No,,,,,,,,
907,Yes,YETO,,,Yellow-eared Toucanet,Toucanet à oreilles d'or,Tucanete Orejigualdo,Selenidera spectabilis,No,DNO,,,,,Ramphastidae,Ramphastidés,"Toucans, Araçaris, Toucanets","Toucans, araçaris, toucanets",Ramphastinae,Piciformes,,,,,No,No,,,,,,,,
908,Yes,KBTO,,,Keel-billed Toucan,Toucan à carène,Tucán Pico Canoa,Ramphastos sulfuratus,No,DNO,,,,,Ramphastidae,Ramphastidés,"Toucans, Araçaris, Toucanets","Toucans, araçaris, toucanets",Ramphastinae,Piciformes,,,,,No,No,,,,13740,,,,
909,Yes,YTTO,BMTO,,Yellow-throated Toucan,Toucan tocard,Tucán Pechigualdo,Ramphastos ambiguus,No,DNO,,,,,Ramphastidae,Ramphastidés,"Toucans, Araçaris, Toucanets","Toucans, araçaris, toucanets",Ramphastinae,Piciformes,Ramphastos swainsonii,Black-mandibled Toucan; Chestnut-mandibled Toucan,,,No,No,,,,,,,,
910,Yes,EUWR,,,Eurasian Wryneck,Torcol fourmilier,Torcecuello Euroasiático,Jynx torquilla,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Jynginae,Piciformes,,,,,No,No,,,,04151,,,,
911,Yes,OLPI,,,Olivaceous Piculet,Picumne olivâtre,Carpinterito Oliváceo,Picumnus olivaceus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picumninae,Piciformes,,,,,No,No,,,,,,,,
912,Yes,ANPI,,,Antillean Piculet,Picumne des Antilles,Carpinterito Antillano,Nesoctites micromegas,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picumninae,Piciformes,,,,,No,No,,,,,,,,
913,Yes,LEWO,,,Lewis's Woodpecker,Pic de Lewis,Carpintero de Lewis,Melanerpes lewis,Yes,BRE,Nesting,,May Be At Risk,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,LEWO,,4080,04080,,,,
914,Yes,GUWO,,,Guadeloupe Woodpecker,Pic de la Guadeloupe,Carpintero de la Guadalupe,Melanerpes herminieri,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
915,Yes,PRWO,,,Puerto Rican Woodpecker,Pic de Porto Rico,Carpintero Puertorriqueño,Melanerpes portoricensis,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,PRWO,,4071,13790,,,,
916,Yes,RHWO,,,Red-headed Woodpecker,Pic à tête rouge,Carpintero Cabeza Roja,Melanerpes erythrocephalus,Yes,BRE,Nesting,,At Risk,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,RHWO,PITR,4060,04060,,,,
917,Yes,ACWO,,,Acorn Woodpecker,Pic glandivore,Carpintero Bellotero,Melanerpes formicivorus,No,ACC,Accidental,,Accidental,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,ACWO,,4070,04070,,,,
918,Yes,GNWO,,,Golden-naped Woodpecker,Pic masqué,Carpintero de Nuca Dorada,Melanerpes chrysauchen,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
919,Yes,BCWO,,,Black-cheeked Woodpecker,Pic de Pucheran,Carpintero Cara Negra,Melanerpes pucherani,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,13810,,,,
920,Yes,HIWO,,,Hispaniolan Woodpecker,Pic d'Hispaniola,Carpintero de la Española,Melanerpes striatus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
921,Yes,JAWO,,,Jamaican Woodpecker,Pic de la Jamaïque,Carpintero Jamaicano,Melanerpes radiolatus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
922,Yes,GCHW,,,Golden-cheeked Woodpecker,Pic élégant,Carpintero Enmascarado,Melanerpes chrysogenys,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,13840,,,,
923,Yes,GBWO,,,Gray-breasted Woodpecker,Pic alezan,Carpintero Pecho Gris,Melanerpes hypopolius,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,13850,,,,
924,Yes,YUWO,,,Yucatan Woodpecker,Pic du Yucatan,Carpintero Yucateco,Melanerpes pygmaeus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,13860,,,,
925,Yes,RCRW,,,Red-crowned Woodpecker,Pic à couronne rouge,Carpintero Coronirrojo,Melanerpes rubricapillus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
926,Yes,GIWO,,,Gila Woodpecker,Pic des saguaros,Carpintero del Desierto,Melanerpes uropygialis,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,GIWO,,4110,04110,,,,
927,Yes,HOWO,,,Hoffmann's Woodpecker,Pic de Hoffmann,Carpintero de Hoffmann,Melanerpes hoffmannii,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
928,Yes,GFWO,,,Golden-fronted Woodpecker,Pic à front doré,Carpintero Cheje,Melanerpes aurifrons,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,GFWO,,4100,04100,,,,
929,Yes,RBWO,,,Red-bellied Woodpecker,Pic à ventre roux,Carpintero de Carolina,Melanerpes carolinus,Yes,BRE,Nesting,,Secure,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,RBWO,PIVR,4090,04090,,,,
930,Yes,WIWO,,,West Indian Woodpecker,Pic à sourcils noirs,Carpintero Antillano,Melanerpes superciliaris,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,WIWO,,4092,,,,,
931,Yes,WISA,,,Williamson's Sapsucker,Pic de Williamson,Chupasavia Oscuro,Sphyrapicus thyroideus,Yes,BRE,Nesting,,At Risk,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,WISA,,4040,04040,,,,
932,Yes,YBSA,,,Yellow-bellied Sapsucker,Pic maculé,Chupasavia Maculado,Sphyrapicus varius,Yes,BRE,Nesting,,Secure,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,YBSA,PIMA,4020,04020,,,,
933,Yes,RNSA,,,Red-naped Sapsucker,Pic à nuque rouge,Chupasavia Nuca Roja,Sphyrapicus nuchalis,Yes,BRE,Nesting,,Secure,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,Sphyrapicus varius,Yellow-bellied Sapsucker,,LA,No,No,RNSA,,4021,04021,,,,
934,Yes,RBSA,,,Red-breasted Sapsucker,Pic à poitrine rouge,Chupasavia Cabeza Roja,Sphyrapicus ruber,Yes,BRE,Nesting,,Secure,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,Sphyrapicus varius,Yellow-bellied Sapsucker,,LA,No,No,RBSA,,4030,04030,,,,
934.1,No,RRSH,RNRB,,Red-naped/Red-breasted Sapsucker hybrid,Hybride de Pic à nuque rouge et de Pic à poitrine rouge,,Sphyrapicus nuchalis x ruber,,BRE,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
934.2,No,HYSA,,,Sapsucker hybrid,Pic buveur de sève hybride,,Sphyrapicus x,No,BRE,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,HYSA,,4023,,,,,
934.3,No,UNSA,SAPS_UNI,,Unidentified Sapsucker,Pic buveur de sève non identifié,,Sphyrapicus sp.,No,,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,04022,,,,
935,Yes,CGWO,,,Cuban Green Woodpecker,Pic poignardé,Carpintero Tajá,Xiphidiopicus percussus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
936,Yes,GSWO,,,Great Spotted Woodpecker,Pic épeiche,Pico Picapinos,Dendrocopos major,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
937,Yes,LBWO,,,Ladder-backed Woodpecker,Pic arlequin,Carpintero Mexicano,Picoides scalaris,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,LBWO,,3960,03960,,,,
938,Yes,NUWO,,,Nuttall's Woodpecker,Pic de Nuttall,Carpintero Californiano,Picoides nuttallii,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,NUWO,,3970,03970,,,,
939,Yes,DOWO,,,Downy Woodpecker,Pic mineur,Carpintero Velloso-Menor,Picoides pubescens,Yes,BRE,Nesting,,Secure,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,DOWO,PIMI,3940,03940,,,,
940,Yes,SMBW,,,Smoky-brown Woodpecker,Pic enfumé,Carpintero Café,Picoides fumigatus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,Veniliornis fumigatus,,,,No,No,,,,13910,,,,
941,Yes,HAWO,,,Hairy Woodpecker,Pic chevelu,Carpintero Velloso-Mayor,Picoides villosus,Yes,BRE,Nesting,,Secure,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,HAWO,PICH,3930,03930,,,,
942,Yes,ARWO,,,Arizona Woodpecker,Pic d'Arizona,Carpintero de Arizona,Picoides arizonae,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,03975,,,,
943,Yes,STCW,STWO,,Strickland's Woodpecker,Pic de Strickland,Carpintero de Strickland,Picoides stricklandi,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,STWO,,3980,03980,,,,
944,Yes,RCWO,,,Red-cockaded Woodpecker,Pic à face blanche,Pico de Florida,Picoides borealis,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,RCWO,,3950,03950,,,,
945,Yes,WHWO,,,White-headed Woodpecker,Pic à tête blanche,Pico Cabeciblanco,Picoides albolarvatus,Yes,BRE_OCC,Nesting,UNK_1960s,At Risk,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,WHWO,,3990,03990,,,,
946,Yes,ATTW,,,American Three-toed Woodpecker,Pic à dos rayé,Pico Tridáctilo Americano,Picoides dorsalis,Yes,BRE,Nesting,,Secure,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,Picoides trydactylus,Three-toed Woodpecker,Pic tridactyle,LA,No,No,ATTW,PIDR,4010,04010,,,,
947,Yes,BBWO,,,Black-backed Woodpecker,Pic à dos noir,Pico Ártico,Picoides arcticus,Yes,BRE,Nesting,,Secure,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,BBWO,PIDN,4000,04000,,,,
948,Yes,RRWO,,,Red-rumped Woodpecker,Pic à croupion rouge,Carpintero Culirrojo,Veniliornis kirkii,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
949,Yes,RWWO,,,Rufous-winged Woodpecker,Pic à ailes rousses,Checo alirufo,Piculus simplex,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
950,Yes,SCHW,,,Stripe-cheeked Woodpecker,Pic bridé,Carpintero Panameño,Piculus callopterus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
951,Yes,GGWO,,,Golden-green Woodpecker,Pic vert-doré,Carpintero Verdiamarillo,Piculus chrysochloros,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
952,Yes,GOWO,,,Golden-olive Woodpecker,Pic or-olive,Carpintero Oliváceo,Colaptes rubiginosus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,13950,,,,
953,Yes,GRCW,GYCW,,Gray-crowned Woodpecker,Pic à tête grise,Carpintero Corona Gris,Colaptes auricularis,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,13960,,,,
954,Yes,SBWP,,,Spot-breasted Woodpecker,Pic de Cayenne,Carpintero Moteado,Colaptes punctigula,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
955,Yes,NOFL,,,Northern Flicker,Pic flamboyant,Carpintero de Pechera,Colaptes auratus,Yes,BRE,Nesting,,Secure,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,,PIFL,,,,,,
955.1,No,YSFL,NOFL_YEL,NOFL,Northern Flicker yellow-shafted form,Pic doré,,Colaptes auratus auratus,,BRE,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,YSFL,,4120,04120,,,,
955.2,No,RSFL,NOFL_RED,NOFL,Northern Flicker red-shafted form,Pic rosé,,Colaptes auratus cafer,,BRE,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,RSFL,,4130,04130,,,,
955.3,No,NFIN,NOFL_INT,NOFL,Northern Flicker yellow/red-shafted intergrade,Pic intermédiaire,,Colaptes auratus,,BRE,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,FLIN,,4123,04125,,,,
955.4,No,NOFL_UNI,,NOFL,Unidentified Northern Flicker subspecies,Pic flamboyant non identifié,,Colaptes auratus,,BRE,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,04123,,,,
956,Yes,GIFL,,,Gilded Flicker,Pic chrysoïde,Carpintero Collarejo,Colaptes chrysoides,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,GIFL,,4140,04140,,,,
957,Yes,FEFL,,,Fernandina's Flicker,Pic de Fernandina,Carpintero Churroso,Colaptes fernandinae,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
958,Yes,CIWO,,,Cinnamon Woodpecker,Pic cannelle,Carpintero Canelo,Celeus loricatus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
959,Yes,CCOW,,,Chestnut-colored Woodpecker,Pic roux,Carpintero Castaño,Celeus castaneus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,14000,,,,
960,Yes,LIWO,,,Lineated Woodpecker,Pic ouentou,Carpintero Lineado,Dryocopus lineatus,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,14010,,,,
961,Yes,PIWO,,,Pileated Woodpecker,Grand Pic,Picamaderos Norteamericano,Dryocopus pileatus,Yes,BRE,Nesting,,Secure,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,LA,No,No,PIWO,GRPI,4050,04050,,,,
962,Yes,CBWO,,,Crimson-bellied Woodpecker,Pic superbe,Picamaderos Ventrirrojo,Campephilus haematogaster,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
963,Yes,CCRW,,,Crimson-crested Woodpecker,Pic de Malherbe,Picamaderos Barbinegro,Campephilus melanoleucos,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,,,,,
964,Yes,PBIW,,,Pale-billed Woodpecker,Pic à bec clair,Carpintero Pico Plata,Campephilus guatemalensis,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,14040,,,,
965,Yes,IBWO,,,Ivory-billed Woodpecker,Pic à bec ivoire,Picamaderos Picomarfil,Campephilus principalis,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,IBWO,,3920,,,,,
965.1,No,UNWO,WOOD_UNI,,Unidentified Woodpecker,Pic non identifié,,,No,,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,03920,,,,
966,Yes,IMWO,,,Imperial Woodpecker,Pic impérial,Carpintero Imperial,Campephilus imperialis,No,DNO,,,,,Picidae,Picidés,Woodpeckers,Pics,Picinae,Piciformes,,,,,No,No,,,,14050,,,,
966.1,Yes,LAFA,,,Laughing Falcon,Macagua rieur,Halcón Guaco,Herpetotheres cachinnans,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Herpetotherinae,Falconiformes,,,,,No,No,,,,10490,,,,
966.2,Yes,BAFF,,,Barred Forest-Falcon,Carnifex barré,Halcón-Selvático Barrado,Micrastur ruficollis,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Herpetotherinae,Falconiformes,,,,,No,No,,,,10500,,,,
968,Yes,SBFF,,,Slaty-backed Forest-Falcon,Carnifex ardoisé,Halcón-montés Dorsigrís,Micrastur mirandollei,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Herpetotherinae,Falconiformes,,,,,No,No,,,,,,,,
969,Yes,COFF,,,Collared Forest-Falcon,Carnifex à collier,Halcón-Selvático de Collar,Micrastur semitorquatus,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Herpetotherinae,Falconiformes,,,,,No,No,,,,10520,,,,
970,Yes,RTCA,,,Red-throated Caracara,Caracara à gorge rouge,Caracara Gorgirrojo,Ibycter americanus,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,,No,No,,,,10470,,,,
971,Yes,CRCA,,,Crested Caracara,Caracara du Nord,Caracara Quebrantahuesos,Caracara cheriway,No,ACC,Accidental,,Accidental,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,Caracara plancus,Northern Caracara,Caracara huppé,LA,No,No,CRCA,,3620,03620,,,,
972,Yes,GUCA,,,Guadalupe Caracara,Caracara de Guadalupe,Caracara de Isla Guadalupe,Caracara lutosa,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,,No,No,,,,,,,,
973,Yes,YHCA,,,Yellow-headed Caracara,Caracara à tête jaune,Caracara Chimachima,Milvago chimachima,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,,No,No,,,,,,,,
975,Yes,EUKE,,,Eurasian Kestrel,Faucon crécerelle,Cernícalo Vulgar,Falco tinnunculus,No,ACC,Accidental,,Accidental,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,Common Kestrel,Crécerelle des clochers,LA,No,No,EUKE,,3591,03591,,,,
976,Yes,AMKE,,,American Kestrel,Crécerelle d'Amérique,Cernícalo Americano,Falco sparverius,No,BRE,Nesting,,Secure,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,No,No,AMKE,CRAM,3600,03600,,,,
977,Yes,RFFA,,,Red-footed Falcon,Faucon kobez,Cernícalo Patirrojo,Falco vespertinus,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,,No,No,,,,,,,,
978,Yes,MERL,,,Merlin,Faucon émerillon,Halcón Esmerejón,Falco columbarius,No,BRE,Nesting,,Secure,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,No,No,MERL,FAEM,3570,03570,,,,
979,Yes,EHOB,EUHO,,Eurasian Hobby,Faucon hobereau,Alcotán Europeo,Falco subbuteo,No,UNK,"Rare, not yet confirmed by specimen or photo",,Accidental,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,,No,No,,,,,,,,
980,Yes,APFA,,,Aplomado Falcon,Faucon aplomado,Halcón Fajado,Falco femoralis,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,,No,No,APFA,,3590,03590,,,,
981,Yes,BAFA,,,Bat Falcon,Faucon des chauves-souris,Halcón Enano,Falco rufigularis,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,,No,No,,,,10530,,,,
982,Yes,OBFA,,,Orange-breasted Falcon,Faucon orangé,Halcón Pecho Rufo,Falco deiroleucus,No,DNO,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,,No,No,,,,10540,,,,
983,Yes,GYRF,,,Gyrfalcon,Faucon gerfaut,Halcón Gerifalte,Falco rusticolus,No,BRE,Nesting,,Secure,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,No,No,GYRF,FAGE,3540,03540,,,,
984,Yes,PEFA,,,Peregrine Falcon,Faucon pèlerin,Halcón Peregrino,Falco peregrinus,No,BRE,Nesting,,Sensitive,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,No,No,PEFA,FAPE,3560,03560,,,,
984.1,No,PEFA_AAN,,PEFA,Peregrine Falcon anatum subspecies,Faucon pèlerin de la sous-espèce anatum,,Falco peregrinus anatum,,BRE,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,No,No,,,,,,,,
984.2,No,PEFA_ANA,,PEFA,Peregrine Falcon anatum/tundrius subspecies,Faucon pèlerin de la sous-espèce anatum/tundrius,,Falco peregrinus anatum/tundrius,,BRE,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,No,No,,,,,,,,
984.3,No,PEFA_PEA,,PEFA,Peregrine Falcon pealei subspecies,Faucon pèlerin de la sous-espèce pealei,,Falco peregrinus pealei,,BRE,,,,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,No,No,,,,,,,,
985,Yes,PRFA,,,Prairie Falcon,Faucon des prairies,Halcón Mexicano,Falco mexicanus,No,BRE,Nesting,,Sensitive,,Falconidae,Falconidés,"Falcons, Caracaras","Faucons, caracaras",Falconinae,Falconiformes,,,,LA,No,No,PRFA,,3550,03550,,,,
985.1,Yes,PAIP,,,Painted Parakeet,Conure versicolore,Cotorra Pintada,Pyrrhura picta,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
985.2,Yes,SWPA,,,Sulphur-winged Parakeet,Conure de Hoffmann,Cotorra Catana,Pyrrhura hoffmanni,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
985.3,Yes,MOPA,,,Monk Parakeet,Conure veuve,Cata Aliazul,Myiopsitta monachus,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,MOPA,,3824,03824,,,,
992,Yes,CAPA,,,Carolina Parakeet,Conure de Caroline,Cotorra de Carolina,Conuropsis carolinensis,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,,,,,No,No,,,,,,,,
993,Yes,OTPA,,,Olive-throated Parakeet,Conure naine,Perico Pecho Sucio,Eupsittula nana,No,DNO,,,,,Psittacidae,Psittacidés,"Cockatoos, Lories, Macaws, Parrots",Perroquets,Arinae,Psittaciformes,Aratinga nana,,Conure aztèque,,No,No,,,,11280,,,,
